,accuracy,k,n_classes_,n_features_,n_informative_,n_samples_,scale_,sim_id,strategy
0,0.9661,200,2,4,3,588,2.000541953118942,5.0,ds_la_lca
0,0.9661,300,2,4,3,588,2.000541953118942,5.0,ds_la_lca
0,0.8684,3,7,21,13,1514,0.9454326684614638,6.0,ds_la_lca
0,0.8684,5,7,21,13,1514,0.9454326684614638,6.0,ds_la_lca
0,0.8684,10,7,21,13,1514,0.9454326684614638,6.0,ds_la_lca
0,0.8684,15,7,21,13,1514,0.9454326684614638,6.0,ds_la_lca
0,0.8684,20,7,21,13,1514,0.9454326684614638,6.0,ds_la_lca
0,0.8684,25,7,21,13,1514,0.9454326684614638,6.0,ds_la_lca
0,0.8684,30,7,21,13,1514,0.9454326684614638,6.0,ds_la_lca
0,0.8684,35,7,21,13,1514,0.9454326684614638,6.0,ds_la_lca
0,0.8684,40,7,21,13,1514,0.9454326684614638,6.0,ds_la_lca
0,0.8684,45,7,21,13,1514,0.9454326684614638,6.0,ds_la_lca
0,0.8684,50,7,21,13,1514,0.9454326684614638,6.0,ds_la_lca
0,0.8684,60,7,21,13,1514,0.9454326684614638,6.0,ds_la_lca
0,0.8684,70,7,21,13,1514,0.9454326684614638,6.0,ds_la_lca
0,0.8684,80,7,21,13,1514,0.9454326684614638,6.0,ds_la_lca
0,0.8684,90,7,21,13,1514,0.9454326684614638,6.0,ds_la_lca
0,0.8684,100,7,21,13,1514,0.9454326684614638,6.0,ds_la_lca
0,0.8684,200,7,21,13,1514,0.9454326684614638,6.0,ds_la_lca
0,0.8684,300,7,21,13,1514,0.9454326684614638,6.0,ds_la_lca
0,0.7867,3,7,10,8,1494,1.6105114274381884,7.0,ds_la_lca
0,0.78,5,7,10,8,1494,1.6105114274381884,7.0,ds_la_lca
0,0.7867,10,7,10,8,1494,1.6105114274381884,7.0,ds_la_lca
0,0.8,15,7,10,8,1494,1.6105114274381884,7.0,ds_la_lca
0,0.7867,20,7,10,8,1494,1.6105114274381884,7.0,ds_la_lca
0,0.7867,25,7,10,8,1494,1.6105114274381884,7.0,ds_la_lca
0,0.78,30,7,10,8,1494,1.6105114274381884,7.0,ds_la_lca
0,0.8,35,7,10,8,1494,1.6105114274381884,7.0,ds_la_lca
0,0.7933,40,7,10,8,1494,1.6105114274381884,7.0,ds_la_lca
0,0.8,45,7,10,8,1494,1.6105114274381884,7.0,ds_la_lca
0,0.78,50,7,10,8,1494,1.6105114274381884,7.0,ds_la_lca
0,0.78,60,7,10,8,1494,1.6105114274381884,7.0,ds_la_lca
0,0.7667,70,7,10,8,1494,1.6105114274381884,7.0,ds_la_lca
0,0.78,80,7,10,8,1494,1.6105114274381884,7.0,ds_la_lca
0,0.7733,90,7,10,8,1494,1.6105114274381884,7.0,ds_la_lca
0,0.7733,100,7,10,8,1494,1.6105114274381884,7.0,ds_la_lca
0,0.7667,200,7,10,8,1494,1.6105114274381884,7.0,ds_la_lca
0,0.7667,300,7,10,8,1494,1.6105114274381884,7.0,ds_la_lca
0,0.8103,3,14,22,19,1739,2.221803898368603,8.0,ds_la_lca
0,0.8103,5,14,22,19,1739,2.221803898368603,8.0,ds_la_lca
0,0.8103,10,14,22,19,1739,2.221803898368603,8.0,ds_la_lca
0,0.8103,15,14,22,19,1739,2.221803898368603,8.0,ds_la_lca
0,0.8103,20,14,22,19,1739,2.221803898368603,8.0,ds_la_lca
0,0.8103,25,14,22,19,1739,2.221803898368603,8.0,ds_la_lca
0,0.8103,30,14,22,19,1739,2.221803898368603,8.0,ds_la_lca
0,0.8103,35,14,22,19,1739,2.221803898368603,8.0,ds_la_lca
0,0.8103,40,14,22,19,1739,2.221803898368603,8.0,ds_la_lca
0,0.8103,45,14,22,19,1739,2.221803898368603,8.0,ds_la_lca
0,0.8103,50,14,22,19,1739,2.221803898368603,8.0,ds_la_lca
0,0.8103,60,14,22,19,1739,2.221803898368603,8.0,ds_la_lca
0,0.8103,70,14,22,19,1739,2.221803898368603,8.0,ds_la_lca
0,0.8103,80,14,22,19,1739,2.221803898368603,8.0,ds_la_lca
0,0.8103,90,14,22,19,1739,2.221803898368603,8.0,ds_la_lca
0,0.8103,100,14,22,19,1739,2.221803898368603,8.0,ds_la_lca
0,0.8103,200,14,22,19,1739,2.221803898368603,8.0,ds_la_lca
0,0.8103,300,14,22,19,1739,2.221803898368603,8.0,ds_la_lca
0,0.8609,3,4,99,40,1143,0.5550407001999713,9.0,ds_la_lca
0,0.8609,5,4,99,40,1143,0.5550407001999713,9.0,ds_la_lca
0,0.8609,10,4,99,40,1143,0.5550407001999713,9.0,ds_la_lca
0,0.8609,15,4,99,40,1143,0.5550407001999713,9.0,ds_la_lca
0,0.8609,20,4,99,40,1143,0.5550407001999713,9.0,ds_la_lca
0,0.8609,25,4,99,40,1143,0.5550407001999713,9.0,ds_la_lca
0,0.8609,30,4,99,40,1143,0.5550407001999713,9.0,ds_la_lca
0,0.8609,35,4,99,40,1143,0.5550407001999713,9.0,ds_la_lca
0,0.8609,40,4,99,40,1143,0.5550407001999713,9.0,ds_la_lca
0,0.8609,45,4,99,40,1143,0.5550407001999713,9.0,ds_la_lca
0,0.8609,50,4,99,40,1143,0.5550407001999713,9.0,ds_la_lca
0,0.8609,60,4,99,40,1143,0.5550407001999713,9.0,ds_la_lca
0,0.8609,70,4,99,40,1143,0.5550407001999713,9.0,ds_la_lca
0,0.8609,80,4,99,40,1143,0.5550407001999713,9.0,ds_la_lca
0,0.8609,90,4,99,40,1143,0.5550407001999713,9.0,ds_la_lca
0,0.8609,100,4,99,40,1143,0.5550407001999713,9.0,ds_la_lca
0,0.8609,200,4,99,40,1143,0.5550407001999713,9.0,ds_la_lca
0,0.8609,300,4,99,40,1143,0.5550407001999713,9.0,ds_la_lca
0,0.8571,3,4,63,13,1672,0.6078154363551318,10.0,ds_la_lca
0,0.8571,5,4,63,13,1672,0.6078154363551318,10.0,ds_la_lca
0,0.8571,10,4,63,13,1672,0.6078154363551318,10.0,ds_la_lca
0,0.8571,15,4,63,13,1672,0.6078154363551318,10.0,ds_la_lca
0,0.8571,20,4,63,13,1672,0.6078154363551318,10.0,ds_la_lca
0,0.8571,25,4,63,13,1672,0.6078154363551318,10.0,ds_la_lca
0,0.8571,30,4,63,13,1672,0.6078154363551318,10.0,ds_la_lca
0,0.8571,35,4,63,13,1672,0.6078154363551318,10.0,ds_la_lca
0,0.8571,40,4,63,13,1672,0.6078154363551318,10.0,ds_la_lca
0,0.8571,45,4,63,13,1672,0.6078154363551318,10.0,ds_la_lca
0,0.8571,50,4,63,13,1672,0.6078154363551318,10.0,ds_la_lca
0,0.8571,60,4,63,13,1672,0.6078154363551318,10.0,ds_la_lca
0,0.8571,70,4,63,13,1672,0.6078154363551318,10.0,ds_la_lca
0,0.8571,80,4,63,13,1672,0.6078154363551318,10.0,ds_la_lca
0,0.8571,90,4,63,13,1672,0.6078154363551318,10.0,ds_la_lca
0,0.8571,100,4,63,13,1672,0.6078154363551318,10.0,ds_la_lca
0,0.8571,200,4,63,13,1672,0.6078154363551318,10.0,ds_la_lca
0,0.8571,300,4,63,13,1672,0.6078154363551318,10.0,ds_la_lca
0,0.93,3,2,63,5,994,1.6834095572764771,11.0,ds_la_lca
0,0.93,5,2,63,5,994,1.6834095572764771,11.0,ds_la_lca
0,0.93,10,2,63,5,994,1.6834095572764771,11.0,ds_la_lca
0,0.93,15,2,63,5,994,1.6834095572764771,11.0,ds_la_lca
0,0.93,20,2,63,5,994,1.6834095572764771,11.0,ds_la_lca
0,0.93,25,2,63,5,994,1.6834095572764771,11.0,ds_la_lca
0,0.93,30,2,63,5,994,1.6834095572764771,11.0,ds_la_lca
0,0.93,35,2,63,5,994,1.6834095572764771,11.0,ds_la_lca
0,0.93,40,2,63,5,994,1.6834095572764771,11.0,ds_la_lca
0,0.93,45,2,63,5,994,1.6834095572764771,11.0,ds_la_lca
0,0.93,50,2,63,5,994,1.6834095572764771,11.0,ds_la_lca
0,0.93,60,2,63,5,994,1.6834095572764771,11.0,ds_la_lca
0,0.93,70,2,63,5,994,1.6834095572764771,11.0,ds_la_lca
0,0.93,80,2,63,5,994,1.6834095572764771,11.0,ds_la_lca
0,0.93,90,2,63,5,994,1.6834095572764771,11.0,ds_la_lca
0,0.93,100,2,63,5,994,1.6834095572764771,11.0,ds_la_lca
0,0.93,200,2,63,5,994,1.6834095572764771,11.0,ds_la_lca
0,0.93,300,2,63,5,994,1.6834095572764771,11.0,ds_la_lca
0,0.9744,3,3,23,22,771,0.5073771416468233,12.0,ds_la_lca
0,0.9744,5,3,23,22,771,0.5073771416468233,12.0,ds_la_lca
0,0.9744,10,3,23,22,771,0.5073771416468233,12.0,ds_la_lca
0,0.9744,15,3,23,22,771,0.5073771416468233,12.0,ds_la_lca
0,0.9744,20,3,23,22,771,0.5073771416468233,12.0,ds_la_lca
0,0.9744,25,3,23,22,771,0.5073771416468233,12.0,ds_la_lca
0,0.9744,30,3,23,22,771,0.5073771416468233,12.0,ds_la_lca
0,0.9744,35,3,23,22,771,0.5073771416468233,12.0,ds_la_lca
0,0.9744,40,3,23,22,771,0.5073771416468233,12.0,ds_la_lca
0,0.9744,45,3,23,22,771,0.5073771416468233,12.0,ds_la_lca
0,0.9744,50,3,23,22,771,0.5073771416468233,12.0,ds_la_lca
0,0.9744,60,3,23,22,771,0.5073771416468233,12.0,ds_la_lca
0,0.9744,70,3,23,22,771,0.5073771416468233,12.0,ds_la_lca
0,0.9744,80,3,23,22,771,0.5073771416468233,12.0,ds_la_lca
0,0.9744,90,3,23,22,771,0.5073771416468233,12.0,ds_la_lca
0,0.9744,100,3,23,22,771,0.5073771416468233,12.0,ds_la_lca
0,0.9744,200,3,23,22,771,0.5073771416468233,12.0,ds_la_lca
0,0.9744,300,3,23,22,771,0.5073771416468233,12.0,ds_la_lca
0,0.5594,3,10,95,13,1425,1.9942427787835568,13.0,ds_la_lca
0,0.5594,5,10,95,13,1425,1.9942427787835568,13.0,ds_la_lca
0,0.5594,10,10,95,13,1425,1.9942427787835568,13.0,ds_la_lca
0,0.5594,15,10,95,13,1425,1.9942427787835568,13.0,ds_la_lca
0,0.5594,20,10,95,13,1425,1.9942427787835568,13.0,ds_la_lca
0,0.5594,25,10,95,13,1425,1.9942427787835568,13.0,ds_la_lca
0,0.5594,30,10,95,13,1425,1.9942427787835568,13.0,ds_la_lca
0,0.5594,35,10,95,13,1425,1.9942427787835568,13.0,ds_la_lca
0,0.5594,40,10,95,13,1425,1.9942427787835568,13.0,ds_la_lca
0,0.5594,45,10,95,13,1425,1.9942427787835568,13.0,ds_la_lca
0,0.5594,50,10,95,13,1425,1.9942427787835568,13.0,ds_la_lca
0,0.5594,60,10,95,13,1425,1.9942427787835568,13.0,ds_la_lca
0,0.5594,70,10,95,13,1425,1.9942427787835568,13.0,ds_la_lca
0,0.5594,80,10,95,13,1425,1.9942427787835568,13.0,ds_la_lca
0,0.5594,90,10,95,13,1425,1.9942427787835568,13.0,ds_la_lca
0,0.5594,100,10,95,13,1425,1.9942427787835568,13.0,ds_la_lca
0,0.5594,200,10,95,13,1425,1.9942427787835568,13.0,ds_la_lca
0,0.5594,300,10,95,13,1425,1.9942427787835568,13.0,ds_la_lca
0,0.9286,3,6,20,11,1951,1.3243037279894192,16.0,ds_la_lca
0,0.9286,5,6,20,11,1951,1.3243037279894192,16.0,ds_la_lca
0,0.9235,10,6,20,11,1951,1.3243037279894192,16.0,ds_la_lca
0,0.9235,15,6,20,11,1951,1.3243037279894192,16.0,ds_la_lca
0,0.9235,20,6,20,11,1951,1.3243037279894192,16.0,ds_la_lca
0,0.9235,25,6,20,11,1951,1.3243037279894192,16.0,ds_la_lca
0,0.9235,30,6,20,11,1951,1.3243037279894192,16.0,ds_la_lca
0,0.9235,35,6,20,11,1951,1.3243037279894192,16.0,ds_la_lca
0,0.9235,40,6,20,11,1951,1.3243037279894192,16.0,ds_la_lca
0,0.9235,45,6,20,11,1951,1.3243037279894192,16.0,ds_la_lca
0,0.9235,50,6,20,11,1951,1.3243037279894192,16.0,ds_la_lca
0,0.9235,60,6,20,11,1951,1.3243037279894192,16.0,ds_la_lca
0,0.9235,70,6,20,11,1951,1.3243037279894192,16.0,ds_la_lca
0,0.9286,80,6,20,11,1951,1.3243037279894192,16.0,ds_la_lca
0,0.9286,90,6,20,11,1951,1.3243037279894192,16.0,ds_la_lca
0,0.9235,100,6,20,11,1951,1.3243037279894192,16.0,ds_la_lca
0,0.9184,200,6,20,11,1951,1.3243037279894192,16.0,ds_la_lca
0,0.9133,300,6,20,11,1951,1.3243037279894192,16.0,ds_la_lca
0,0.9615,3,3,16,4,514,0.5254077820084286,17.0,ds_la_lca
0,0.9615,5,3,16,4,514,0.5254077820084286,17.0,ds_la_lca
0,0.9615,10,3,16,4,514,0.5254077820084286,17.0,ds_la_lca
0,0.9615,15,3,16,4,514,0.5254077820084286,17.0,ds_la_lca
0,0.9615,20,3,16,4,514,0.5254077820084286,17.0,ds_la_lca
0,0.9615,25,3,16,4,514,0.5254077820084286,17.0,ds_la_lca
0,0.9615,30,3,16,4,514,0.5254077820084286,17.0,ds_la_lca
0,0.9423,35,3,16,4,514,0.5254077820084286,17.0,ds_la_lca
0,0.9423,40,3,16,4,514,0.5254077820084286,17.0,ds_la_lca
0,0.9423,45,3,16,4,514,0.5254077820084286,17.0,ds_la_lca
0,0.9231,50,3,16,4,514,0.5254077820084286,17.0,ds_la_lca
0,0.9231,60,3,16,4,514,0.5254077820084286,17.0,ds_la_lca
0,0.9038,70,3,16,4,514,0.5254077820084286,17.0,ds_la_lca
0,0.9038,80,3,16,4,514,0.5254077820084286,17.0,ds_la_lca
0,0.9038,90,3,16,4,514,0.5254077820084286,17.0,ds_la_lca
0,0.9038,100,3,16,4,514,0.5254077820084286,17.0,ds_la_lca
0,0.9231,200,3,16,4,514,0.5254077820084286,17.0,ds_la_lca
0,0.8462,300,3,16,4,514,0.5254077820084286,17.0,ds_la_lca
0,0.6269,3,5,74,11,668,2.032821612352161,18.0,ds_la_lca
0,0.6269,5,5,74,11,668,2.032821612352161,18.0,ds_la_lca
0,0.6269,10,5,74,11,668,2.032821612352161,18.0,ds_la_lca
0,0.6269,15,5,74,11,668,2.032821612352161,18.0,ds_la_lca
0,0.6269,20,5,74,11,668,2.032821612352161,18.0,ds_la_lca
0,0.6418,25,5,74,11,668,2.032821612352161,18.0,ds_la_lca
0,0.6269,30,5,74,11,668,2.032821612352161,18.0,ds_la_lca
0,0.6269,35,5,74,11,668,2.032821612352161,18.0,ds_la_lca
0,0.6269,40,5,74,11,668,2.032821612352161,18.0,ds_la_lca
0,0.597,45,5,74,11,668,2.032821612352161,18.0,ds_la_lca
0,0.5672,50,5,74,11,668,2.032821612352161,18.0,ds_la_lca
0,0.5672,60,5,74,11,668,2.032821612352161,18.0,ds_la_lca
0,0.5672,70,5,74,11,668,2.032821612352161,18.0,ds_la_lca
0,0.5522,80,5,74,11,668,2.032821612352161,18.0,ds_la_lca
0,0.5672,90,5,74,11,668,2.032821612352161,18.0,ds_la_lca
0,0.5522,100,5,74,11,668,2.032821612352161,18.0,ds_la_lca
0,0.4478,200,5,74,11,668,2.032821612352161,18.0,ds_la_lca
0,0.4627,300,5,74,11,668,2.032821612352161,18.0,ds_la_lca
0,0.4675,3,25,57,37,1681,1.4021129210402763,19.0,ds_la_lca
0,0.4675,5,25,57,37,1681,1.4021129210402763,19.0,ds_la_lca
0,0.4675,10,25,57,37,1681,1.4021129210402763,19.0,ds_la_lca
0,0.4675,15,25,57,37,1681,1.4021129210402763,19.0,ds_la_lca
0,0.4675,20,25,57,37,1681,1.4021129210402763,19.0,ds_la_lca
0,0.4675,25,25,57,37,1681,1.4021129210402763,19.0,ds_la_lca
0,0.4675,30,25,57,37,1681,1.4021129210402763,19.0,ds_la_lca
0,0.4675,35,25,57,37,1681,1.4021129210402763,19.0,ds_la_lca
0,0.4675,40,25,57,37,1681,1.4021129210402763,19.0,ds_la_lca
0,0.4675,45,25,57,37,1681,1.4021129210402763,19.0,ds_la_lca
0,0.4675,50,25,57,37,1681,1.4021129210402763,19.0,ds_la_lca
0,0.4675,60,25,57,37,1681,1.4021129210402763,19.0,ds_la_lca
0,0.4675,70,25,57,37,1681,1.4021129210402763,19.0,ds_la_lca
0,0.4675,80,25,57,37,1681,1.4021129210402763,19.0,ds_la_lca
0,0.4675,90,25,57,37,1681,1.4021129210402763,19.0,ds_la_lca
0,0.4675,100,25,57,37,1681,1.4021129210402763,19.0,ds_la_lca
0,0.4675,200,25,57,37,1681,1.4021129210402763,19.0,ds_la_lca
0,0.4675,300,25,57,37,1681,1.4021129210402763,19.0,ds_la_lca
0,0.8431,3,8,17,13,1019,1.0347954002787332,20.0,ds_la_lca
0,0.8235,5,8,17,13,1019,1.0347954002787332,20.0,ds_la_lca
0,0.8137,10,8,17,13,1019,1.0347954002787332,20.0,ds_la_lca
0,0.8333,15,8,17,13,1019,1.0347954002787332,20.0,ds_la_lca
0,0.8333,20,8,17,13,1019,1.0347954002787332,20.0,ds_la_lca
0,0.8431,25,8,17,13,1019,1.0347954002787332,20.0,ds_la_lca
0,0.8431,30,8,17,13,1019,1.0347954002787332,20.0,ds_la_lca
0,0.8529,35,8,17,13,1019,1.0347954002787332,20.0,ds_la_lca
0,0.8529,40,8,17,13,1019,1.0347954002787332,20.0,ds_la_lca
0,0.8529,45,8,17,13,1019,1.0347954002787332,20.0,ds_la_lca
0,0.8529,50,8,17,13,1019,1.0347954002787332,20.0,ds_la_lca
0,0.8529,60,8,17,13,1019,1.0347954002787332,20.0,ds_la_lca
0,0.8529,70,8,17,13,1019,1.0347954002787332,20.0,ds_la_lca
0,0.8529,80,8,17,13,1019,1.0347954002787332,20.0,ds_la_lca
0,0.8529,90,8,17,13,1019,1.0347954002787332,20.0,ds_la_lca
0,0.8529,100,8,17,13,1019,1.0347954002787332,20.0,ds_la_lca
0,0.8235,200,8,17,13,1019,1.0347954002787332,20.0,ds_la_lca
0,0.8431,300,8,17,13,1019,1.0347954002787332,20.0,ds_la_lca
